,0
160,0.2286374133949191
41,0.2286374133949191
319,0.23094688221709
189,0.23094688221709
172,0.23094688221709
48,0.23094688221709
154,0.2332563510392609
19,0.2332563510392609
177,0.2332563510392609
51,0.2355658198614318
241,0.2355658198614318
290,0.2355658198614318
174,0.2355658198614318
219,0.2355658198614318
147,0.2378752886836027
212,0.2401847575057736
258,0.2401847575057736
47,0.2424942263279446
305,0.2424942263279446
59,0.2424942263279446
92,0.2424942263279446
317,0.2448036951501154
316,0.2448036951501154
355,0.2448036951501154
13,0.2448036951501154
220,0.2471131639722863
1,0.2471131639722863
161,0.2471131639722863
208,0.2471131639722863
3,0.2494226327944572
143,0.2517321016166282
264,0.2563510392609699
132,0.2563510392609699
133,0.2563510392609699
236,0.2563510392609699
307,0.2563510392609699
195,0.2563510392609699
331,0.2563510392609699
164,0.2563510392609699
6,0.2563510392609699
226,0.2586605080831409
298,0.2586605080831409
8,0.2586605080831409
336,0.2609699769053117
46,0.2632794457274826
322,0.2632794457274826
205,0.2632794457274826
204,0.2632794457274826
191,0.2655889145496536
20,0.2655889145496536
127,0.2655889145496536
71,0.2655889145496536
119,0.2678983833718245
91,0.2702078521939953
188,0.2702078521939953
16,0.2702078521939953
107,0.2702078521939953
256,0.2702078521939953
135,0.2725173210161662
354,0.2725173210161662
255,0.2748267898383372
323,0.2748267898383372
197,0.2748267898383372
89,0.2748267898383372
77,0.277136258660508
237,0.277136258660508
326,0.277136258660508
157,0.277136258660508
203,0.277136258660508
100,0.2794457274826789
165,0.2794457274826789
280,0.2794457274826789
190,0.2817551963048499
24,0.2817551963048499
299,0.2840646651270208
252,0.2840646651270208
283,0.2840646651270208
257,0.2863741339491917
179,0.2863741339491917
159,0.2863741339491917
187,0.2863741339491917
115,0.2886836027713625
150,0.2886836027713625
142,0.2886836027713625
63,0.2909930715935335
93,0.2909930715935335
141,0.2933025404157044
158,0.2933025404157044
289,0.2933025404157044
113,0.2933025404157044
261,0.2933025404157044
214,0.2956120092378752
281,0.2956120092378752
295,0.2979214780600462
152,0.2979214780600462
22,0.2979214780600462
166,0.2979214780600462
170,0.2979214780600462
0,0.3002309468822169
211,0.3002309468822169
332,0.3025404157043879
233,0.3025404157043879
286,0.3025404157043879
328,0.3048498845265589
38,0.3048498845265589
315,0.3071593533487297
302,0.3094688221709006
110,0.3094688221709006
311,0.3094688221709006
284,0.3117782909930716
144,0.3117782909930716
86,0.3117782909930716
139,0.3117782909930716
224,0.3140877598152424
109,0.3140877598152424
31,0.3140877598152424
2,0.3140877598152424
173,0.3163972286374134
44,0.3163972286374134
210,0.3187066974595843
82,0.3187066974595843
320,0.3210161662817551
206,0.3210161662817551
352,0.3210161662817551
325,0.325635103926097
148,0.325635103926097
130,0.3279445727482678
348,0.3279445727482678
155,0.3302540415704388
231,0.3302540415704388
69,0.3325635103926098
4,0.3325635103926098
268,0.3325635103926098
180,0.3348729792147805
61,0.3348729792147805
340,0.3348729792147805
227,0.3348729792147805
334,0.3394919168591223
9,0.3394919168591223
112,0.3394919168591223
175,0.3394919168591223
274,0.3441108545034642
171,0.3441108545034642
29,0.348729792147806
58,0.348729792147806
271,0.3510392609699769
65,0.3533487297921477
184,0.3533487297921477
128,0.3533487297921477
137,0.3533487297921477
124,0.3579676674364896
349,0.3579676674364896
39,0.3579676674364896
228,0.3579676674364896
267,0.3602771362586604
136,0.3602771362586604
350,0.3672055427251731
223,0.3695150115473441
277,0.3695150115473441
266,0.3741339491916858
60,0.3741339491916858
167,0.3741339491916858
81,0.3764434180138568
80,0.3764434180138568
247,0.3810623556581985
273,0.3810623556581985
353,0.3833718244803695
265,0.3903002309468822
306,0.397228637413395
338,0.3995381062355657
101,0.4018475750577367
235,0.4018475750577367
168,0.4041570438799077
242,0.4064665127020784
324,0.4064665127020784
313,0.4087759815242494
243,0.4087759815242494
251,0.4110854503464202
201,0.4110854503464202
314,0.4133949191685911
25,0.4203233256351039
120,0.4203233256351039
308,0.4203233256351039
178,0.4203233256351039
138,0.4249422632794456
194,0.4272517321016166
146,0.4318706697459583
108,0.4364896073903003
218,0.438799076212471
244,0.438799076212471
43,0.443418013856813
114,0.4480369515011547
344,0.4503464203233255
182,0.4526558891454965
269,0.4526558891454965
176,0.4618937644341802
117,0.4665127020785219
238,0.4665127020785219
287,0.4688221709006929
123,0.4803695150115473
275,0.4803695150115473
272,0.4826789838337183
78,0.4826789838337183
83,0.5034642032332562
156,0.5196304849884527
162,0.5219399538106236
183,0.5265588914549654
312,0.5265588914549654
75,0.5519630484988453
292,0.5681293302540414
5,0.5773672055427251
149,0.6235565819861432
253,0.6766743648960739
67,0.6859122401847574
276,0.6951501154734411
104,1.0
